Plate_Sanofi,Well,COMPOUND_MASK,BATCH_MASK,plaque Cpds,plaque cellules,Concentration,PlateSanofi_Well
EMT-Serie2-1-C1,J09,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_J09
EMT-Serie2-1-C1,J10,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_J10
EMT-Serie2-1-C1,J11,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_J11
EMT-Serie2-1-C1,J12,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_J12
EMT-Serie2-1-C1,J13,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_J13
EMT-Serie2-1-C1,J14,EC_11265529,EB_11265531,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_J14
EMT-Serie2-1-C1,J15,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_J15
EMT-Serie2-1-C1,J16,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_J16
EMT-Serie2-1-C1,J17,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_J17
EMT-Serie2-1-C1,J18,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_J18
EMT-Serie2-1-C1,J19,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_J19
EMT-Serie2-1-C1,J20,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_J20
EMT-Serie2-1-C1,J21,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_J21
EMT-Serie2-1-C1,J22,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_J22
EMT-Serie2-1-C1,J23,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_J23
EMT-Serie2-1-C1,J24,EC_11261632,EB_11261636,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_J24
EMT-Serie2-1-C1,K05,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_K05
EMT-Serie2-1-C1,K06,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_K06
EMT-Serie2-1-C1,K07,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_K07
EMT-Serie2-1-C1,K08,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_K08
EMT-Serie2-1-C1,K09,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_K09
EMT-Serie2-1-C1,K10,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_K10
EMT-Serie2-1-C1,K11,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_K11
EMT-Serie2-1-C1,K12,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_K12
EMT-Serie2-1-C1,K13,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_K13
EMT-Serie2-1-C1,K14,EC_11281741,EB_11281743,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_K14
EMT-Serie2-1-C1,K15,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_K15
EMT-Serie2-1-C1,K16,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_K16
EMT-Serie2-1-C1,K17,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_K17
EMT-Serie2-1-C1,K18,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_K18
EMT-Serie2-1-C1,K19,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_K19
EMT-Serie2-1-C1,K20,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_K20
EMT-Serie2-1-C1,K21,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_K21
EMT-Serie2-1-C1,K22,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_K22
EMT-Serie2-1-C1,K23,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_K23
EMT-Serie2-1-C1,K24,EC_11259165,EB_11259167,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_K24
EMT-Serie2-1-C1,L05,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_L05
EMT-Serie2-1-C1,L06,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_L06
EMT-Serie2-1-C1,L07,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_L07
EMT-Serie2-1-C1,L08,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_L08
EMT-Serie2-1-C1,L09,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_L09
EMT-Serie2-1-C1,L10,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_L10
EMT-Serie2-1-C1,L11,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_L11
EMT-Serie2-1-C1,L12,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_L12
EMT-Serie2-1-C1,L13,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_L13
EMT-Serie2-1-C1,L14,EC_11265537,EB_11265539,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_L14
EMT-Serie2-1-C1,L15,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_L15
EMT-Serie2-1-C1,L16,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_L16
EMT-Serie2-1-C1,L17,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_L17
EMT-Serie2-1-C1,L18,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_L18
EMT-Serie2-1-C1,L19,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_L19
EMT-Serie2-1-C1,L20,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_L20
EMT-Serie2-1-C1,L21,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_L21
EMT-Serie2-1-C1,L22,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_L22
EMT-Serie2-1-C1,L23,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_L23
EMT-Serie2-1-C1,L24,EC_11189359,EB_11189361,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_L24
EMT-Serie2-1-C1,M05,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_M05
EMT-Serie2-1-C1,M06,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_M06
EMT-Serie2-1-C1,M07,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_M07
EMT-Serie2-1-C1,M08,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_M08
EMT-Serie2-1-C1,M09,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_M09
EMT-Serie2-1-C1,M10,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_M10
EMT-Serie2-1-C1,M11,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_M11
EMT-Serie2-1-C1,M12,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_M12
EMT-Serie2-1-C1,M13,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_M13
EMT-Serie2-1-C1,M14,EC_11257101,EB_11257103,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_M14
EMT-Serie2-1-C1,M15,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_M15
EMT-Serie2-1-C1,M16,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_M16
EMT-Serie2-1-C1,M17,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_M17
EMT-Serie2-1-C1,M18,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_M18
EMT-Serie2-1-C1,M19,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_M19
EMT-Serie2-1-C1,M20,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_M20
EMT-Serie2-1-C1,M21,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_M21
EMT-Serie2-1-C1,M22,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_M22
EMT-Serie2-1-C1,M23,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_M23
EMT-Serie2-1-C1,M24,EC_11189708,EB_11189710,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_M24
EMT-Serie2-1-C1,N05,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_N05
EMT-Serie2-1-C1,N06,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_N06
EMT-Serie2-1-C1,N07,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_N07
EMT-Serie2-1-C1,N08,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_N08
EMT-Serie2-1-C1,N09,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_N09
EMT-Serie2-1-C1,N10,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_N10
EMT-Serie2-1-C1,N11,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_N11
EMT-Serie2-1-C1,N12,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_N12
EMT-Serie2-1-C1,N13,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_N13
EMT-Serie2-1-C1,N14,EC_11191782,EB_11191785,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_N14
EMT-Serie2-1-C1,N15,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_N15
EMT-Serie2-1-C1,N16,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_N16
EMT-Serie2-1-C1,N17,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_N17
EMT-Serie2-1-C1,N18,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_N18
EMT-Serie2-1-C1,N19,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_N19
EMT-Serie2-1-C1,N20,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_N20
EMT-Serie2-1-C1,N21,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_N21
EMT-Serie2-1-C1,N22,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_N22
EMT-Serie2-1-C1,N23,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_N23
EMT-Serie2-1-C1,N24,EC_11176305,EB_11176307,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_N24
EMT-Serie2-1-C1,O05,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_O05
EMT-Serie2-1-C1,O06,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_O06
EMT-Serie2-1-C1,O07,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_O07
EMT-Serie2-1-C1,O08,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_O08
EMT-Serie2-1-C1,O09,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_O09
EMT-Serie2-1-C1,O10,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_O10
EMT-Serie2-1-C1,O11,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_O11
EMT-Serie2-1-C1,O12,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_O12
EMT-Serie2-1-C1,O13,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_O13
EMT-Serie2-1-C1,O14,EC_11258170,EB_11258173,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_O14
EMT-Serie2-1-C1,O15,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_O15
EMT-Serie2-1-C1,O16,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_O16
EMT-Serie2-1-C1,O17,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_O17
EMT-Serie2-1-C1,O18,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_O18
EMT-Serie2-1-C1,O19,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_O19
EMT-Serie2-1-C1,O20,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_O20
EMT-Serie2-1-C1,O21,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_O21
EMT-Serie2-1-C1,O22,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_O22
EMT-Serie2-1-C1,O23,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_O23
EMT-Serie2-1-C1,O24,EC_11188969,EB_11188971,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_O24
EMT-Serie2-1-C1,P05,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_P05
EMT-Serie2-1-C1,P06,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_P06
EMT-Serie2-1-C1,P07,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_P07
EMT-Serie2-1-C1,P08,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_P08
EMT-Serie2-1-C1,P09,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_P09
EMT-Serie2-1-C1,P10,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_P10
EMT-Serie2-1-C1,P11,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_P11
EMT-Serie2-1-C1,P12,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_P12
EMT-Serie2-1-C1,P13,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_P13
EMT-Serie2-1-C1,P14,EC_11192156,EB_11192158,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_P14
EMT-Serie2-1-C1,P15,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,3.229999999999999e-05,EMT-Serie2-1-C1_P15
EMT-Serie2-1-C1,P16,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,9.677e-06,EMT-Serie2-1-C1_P16
EMT-Serie2-1-C1,P17,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,2.903e-06,EMT-Serie2-1-C1_P17
EMT-Serie2-1-C1,P18,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,8.709999999999999e-07,EMT-Serie2-1-C1_P18
EMT-Serie2-1-C1,P19,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,2.613e-07,EMT-Serie2-1-C1_P19
EMT-Serie2-1-C1,P20,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,7.838999999999999e-08,EMT-Serie2-1-C1_P20
EMT-Serie2-1-C1,P21,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,2.3519999999999998e-08,EMT-Serie2-1-C1_P21
EMT-Serie2-1-C1,P22,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,7.055e-09,EMT-Serie2-1-C1_P22
EMT-Serie2-1-C1,P23,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,2.116e-09,EMT-Serie2-1-C1_P23
EMT-Serie2-1-C1,P24,EC_11190013,EB_11190015,2200116202a,EMT-Serie2-1,6.348999999999999e-10,EMT-Serie2-1-C1_P24
EMT-Serie2-2-C1,A05,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_A05
EMT-Serie2-2-C1,A06,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_A06
EMT-Serie2-2-C1,A07,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C1_A07
EMT-Serie2-2-C1,A08,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C1_A08
EMT-Serie2-2-C1,A09,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C1_A09
EMT-Serie2-2-C1,A10,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C1_A10
EMT-Serie2-2-C1,A11,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C1_A11
EMT-Serie2-2-C1,A12,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C1_A12
EMT-Serie2-2-C1,A13,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C1_A13
EMT-Serie2-2-C1,A14,EC_11190427,EB_11190429,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C1_A14
EMT-Serie2-2-C1,A15,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_A15
EMT-Serie2-2-C1,A16,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_A16
EMT-Serie2-2-C1,A17,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C1_A17
EMT-Serie2-2-C1,A18,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C1_A18
EMT-Serie2-2-C1,A19,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C1_A19
EMT-Serie2-2-C1,A20,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C1_A20
EMT-Serie2-2-C1,A21,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C1_A21
EMT-Serie2-2-C1,A22,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C1_A22
EMT-Serie2-2-C1,A23,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C1_A23
EMT-Serie2-2-C1,A24,EC_11261587,EB_11261589,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C1_A24
EMT-Serie2-2-C1,B05,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_B05
EMT-Serie2-2-C1,B06,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_B06
EMT-Serie2-2-C1,B07,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C1_B07
EMT-Serie2-2-C1,B08,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C1_B08
EMT-Serie2-2-C1,B09,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C1_B09
EMT-Serie2-2-C1,B10,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C1_B10
EMT-Serie2-2-C1,B11,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C1_B11
EMT-Serie2-2-C1,B12,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C1_B12
EMT-Serie2-2-C1,B13,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C1_B13
EMT-Serie2-2-C1,B14,EC_11190219,EB_11190221,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C1_B14
EMT-Serie2-2-C1,B15,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_B15
EMT-Serie2-2-C1,B16,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_B16
EMT-Serie2-2-C1,B17,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C1_B17
EMT-Serie2-2-C1,B18,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C1_B18
EMT-Serie2-2-C1,B19,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C1_B19
EMT-Serie2-2-C1,B20,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C1_B20
EMT-Serie2-2-C1,B21,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C1_B21
EMT-Serie2-2-C1,B22,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C1_B22
EMT-Serie2-2-C1,B23,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C1_B23
EMT-Serie2-2-C1,B24,EC_11187466,EB_11187468,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C1_B24
EMT-Serie2-2-C1,C05,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_C05
EMT-Serie2-2-C1,C06,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_C06
EMT-Serie2-2-C1,C07,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C1_C07
EMT-Serie2-2-C1,C08,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C1_C08
EMT-Serie2-2-C1,C09,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C1_C09
EMT-Serie2-2-C1,C10,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C1_C10
EMT-Serie2-2-C1,C11,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C1_C11
EMT-Serie2-2-C1,C12,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C1_C12
EMT-Serie2-2-C1,C13,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C1_C13
EMT-Serie2-2-C1,C14,EC_11177597,EB_11177599,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C1_C14
EMT-Serie2-2-C1,C15,EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C1_C15
EMT-Serie2-2-C1,C16,EC_11261486,EB_11261489,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C1_C16
